OTUID	M	B	X	H	T	Y	J	D
OTU1312	2	1	2	6	0	4	3	9
OTU1313	1	5	3	5	2	3	1	2
OTU1314	0	0	0	0	0	1	0	2
OTU1315	0	0	1	1	0	2	2	0
OTU1316	0	0	0	1	0	0	1	0
OTU1317	2	3	1	0	1	1	1	1
OTU1318	125	199	116	175	56	73	49	110
OTU1319	231	209	188	236	246	270	187	185
OTU1320	0	1	0	0	0	0	0	0
OTU1321	0	1	1	2	0	7	1	1
OTU1322	1	15	9	25	18	13	15	14
OTU1323	0	0	0	0	1	0	0	0
OTU1324	2	3	1	3	0	2	2	1
OTU1325	0	0	1	0	1	1	1	1
OTU1326	1	0	0	0	3	1	1	1
OTU1327	0	1	0	0	1	0	0	3
OTU1328	4	2	3	4	1	3	2	3
OTU1329	1	3	2	1	1	0	0	0
OTU1330	0	1	2	0	3	1	0	0
OTU1331	1	0	0	3	1	3	0	0
OTU1332	5	7	8	4	9	7	2	2
OTU1333	0	1	6	2	4	6	0	2
OTU1334	0	1	3	1	2	4	0	1
OTU1335	26	6	18	8	16	27	20	17
OTU1336	0	0	1	1	1	3	1	0
OTU1337	2	1	1	1	4	1	3	0
OTU1338	11	4	2	2	14	22	6	6
OTU1339	0	0	0	0	0	0	0	0
OTU1340	4	3	3	3	1	6	1	5
OTU1341	90	112	89	114	120	150	100	83
OTU1342	1	3	1	7	1	4	2	7
OTU1343	16	26	27	28	28	43	30	21
OTU1344	6	1	5	3	2	3	2	5
OTU1345	1	0	0	0	2	1	0	0
OTU1346	13	9	13	21	12	11	2	7
OTU1347	1	1	4	0	0	0	1	1
OTU1348	0	2	0	2	0	1	0	1
OTU1349	3	3	4	8	3	7	5	2
OTU1350	2	3	1	0	0	0	0	0
OTU1351	1	3	0	0	1	1	1	4
OTU1352	7	7	6	3	4	4	0	0
OTU1353	0	2	0	0	0	1	0	0
OTU1354	0	0	0	2	2	1	2	2
OTU1355	0	0	1	0	0	0	0	0
OTU1356	2	5	4	1	1	4	3	1
OTU1357	1	6	2	2	0	2	0	1
OTU1358	2	5	3	1	1	4	0	0
OTU1359	2	0	0	1	1	4	0	1
OTU1360	2	3	1	2	0	2	4	1
OTU1361	6	3	4	6	8	6	1	2
OTU1362	6	6	8	4	5	4	0	1
OTU1363	1	0	0	0	0	0	0	0
OTU1364	3	7	2	5	2	8	3	3
OTU1365	2	3	7	2	3	3	5	5
OTU1366	0	0	0	0	0	1	0	0
OTU1367	0	2	0	1	1	1	0	0
OTU1368	1	5	13	10	4	7	3	5
OTU1369	10	9	5	15	15	8	11	6
OTU1370	0	0	0	0	1	1	1	0
OTU1371	4	0	1	1	1	1	1	0
OTU1372	0	0	0	1	0	0	1	0
OTU1373	5	2	1	7	4	5	4	1
OTU1374	5	6	4	3	4	5	5	4
OTU1375	3	3	0	4	1	1	0	1
OTU1376	6	2	4	5	3	6	4	2
OTU1377	1	0	5	1	4	1	5	3
OTU1378	1	2	1	0	1	2	3	1
OTU1379	0	0	0	0	0	0	0	0
OTU1380	7	10	8	15	7	15	6	8
OTU1381	7	1	4	6	6	4	7	10
OTU1382	9	9	12	16	11	14	8	10
OTU1383	1	0	1	1	0	0	1	0
OTU1384	5	4	1	7	5	4	5	2
OTU1385	2	7	1	1	2	12	4	7
OTU1386	1	0	0	1	1	0	1	2
OTU1387	4	2	1	3	0	1	3	2
OTU1388	0	2	2	1	3	2	4	8
OTU1389	0	0	0	0	1	0	0	0
OTU1390	0	0	2	3	2	0	2	1
OTU1391	0	2	0	4	0	1	2	1
OTU1392	30	54	46	50	45	39	27	25
OTU1393	187	110	165	262	216	171	186	155
OTU1394	0	5	2	5	0	5	1	0
OTU1395	0	0	0	1	0	0	0	0
OTU1396	1	0	0	0	1	0	1	0
OTU1397	0	1	2	0	1	1	0	1
OTU1398	0	0	4	2	22	3	0	0
OTU1399	6	13	7	15	5	13	9	4
OTU1400	0	0	0	0	0	0	0	0
OTU1401	3	4	6	4	2	6	3	0
OTU1402	1	2	4	1	0	2	1	4
OTU1403	6	5	1	2	3	8	5	1
OTU1404	1	0	1	0	0	1	4	1
OTU1405	10	9	6	6	11	6	7	6
OTU1406	132	147	116	156	225	177	144	148
OTU1407	3	4	0	0	0	3	0	4
OTU1408	0	0	2	0	0	1	0	2
OTU1409	0	0	0	0	0	0	0	0
OTU1410	82	121	93	80	109	80	85	80
OTU1411	0	1	2	1	1	2	3	1
OTU1412	0	0	0	0	0	0	0	0
OTU1413	1	5	2	5	5	1	1	1
OTU1414	0	3	3	1	0	1	0	0
OTU1415	38	37	41	47	47	47	57	39
OTU1416	1	2	3	4	2	2	2	1
OTU1417	1	0	0	0	0	0	0	1
OTU1418	4	3	3	6	7	4	4	2
OTU1419	0	3	1	2	1	1	3	0
OTU1420	1	2	0	1	0	0	1	0
OTU1421	16	19	5	2	2	3	7	4
OTU1422	80	103	96	99	115	106	101	110
OTU1423	86	65	78	51	51	76	26	52
OTU1424	1	1	2	1	0	1	1	1
OTU1425	41	24	65	85	62	63	37	52
OTU1426	2	2	0	0	2	0	0	0
OTU1427	4	4	2	5	3	1	6	4
OTU1428	59	55	47	80	48	80	68	65
OTU1429	0	1	0	0	0	1	0	1
OTU1430	2	1	0	3	1	3	0	0
OTU1431	0	0	0	0	0	0	0	1
OTU1432	6	8	5	6	3	9	10	5
OTU1433	0	0	0	0	0	0	0	0
OTU1434	5	5	2	4	2	6	4	2
OTU1435	4	4	4	0	0	3	7	6
OTU1436	2	3	0	2	4	3	2	3
OTU1437	2	0	0	1	1	0	1	0
OTU1438	4	1	1	2	0	2	0	4
OTU1439	4	4	3	3	4	2	0	1
OTU1440	2	4	2	1	8	2	3	7
OTU1441	92	66	59	64	92	88	63	72
OTU1442	65	76	82	70	113	99	93	53
OTU1443	2	6	1	7	3	3	1	12
OTU1444	1	1	0	0	2	1	1	1
OTU1445	2	1	2	2	1	3	1	0
OTU1446	0	2	1	0	1	1	0	1
OTU1447	51	38	62	65	74	51	56	48
OTU1448	1	0	1	0	0	1	2	2
OTU1449	94	78	83	90	120	145	59	84
OTU1450	3	3	6	3	7	5	4	3
OTU1451	0	0	0	0	0	0	1	0
OTU1452	55	49	43	54	56	74	63	28
OTU1453	3	1	0	0	0	0	0	0
OTU1454	0	0	0	0	0	0	0	2
OTU1455	1	3	4	2	2	5	1	7
OTU1456	0	0	1	0	0	0	1	2
OTU1457	3	7	2	5	9	7	1	2
OTU1458	1	0	0	0	1	0	1	1
OTU1459	217	128	185	143	128	281	141	123
OTU1460	7	3	3	5	0	3	7	3
OTU1461	3	9	4	6	1	1	3	3
OTU1462	30	24	27	28	17	27	19	19
OTU1463	5	6	1	7	9	4	4	1
OTU1464	3	0	2	0	0	0	0	5
OTU1465	4	8	5	2	7	4	2	6
OTU1466	20	28	41	60	33	32	18	34
OTU1467	2	4	1	8	1	5	2	1
OTU1468	0	0	0	1	0	0	0	0
OTU1469	3	0	0	3	0	4	4	1
OTU1470	29	9	26	15	6	8	13	9
OTU1471	1	0	0	0	1	1	0	0
OTU1472	21	23	25	48	36	26	24	31
OTU1473	226	184	198	201	285	357	241	210
OTU1474	0	0	0	1	0	0	1	0
OTU1475	326	296	480	374	451	328	342	205
OTU1476	2	3	2	0	2	0	0	0
OTU1477	0	5	1	1	2	2	1	3
OTU1478	10	5	8	7	4	6	5	4
OTU1479	1	4	1	1	1	1	3	0
OTU1480	30	47	15	44	22	31	57	31
OTU1481	85	54	80	73	88	83	65	54
OTU1482	11	3	13	8	4	14	5	8
OTU1483	2	7	7	10	6	10	6	2
OTU1484	6	3	1	4	0	1	1	3
OTU1485	41	24	29	45	28	25	30	38
OTU1486	1	4	5	8	5	9	6	3
OTU1487	0	1	2	1	1	5	1	2
OTU1488	2	1	3	3	3	12	4	5
OTU1489	20	9	11	15	6	24	7	6
OTU1490	32	47	49	64	67	53	15	41
OTU1491	1	0	2	4	2	0	3	1
OTU1492	0	0	0	5	3	0	0	1
OTU1493	3	1	1	1	1	1	1	0
OTU1494	0	6	0	2	1	1	5	0
OTU1495	0	0	0	0	0	0	0	0
OTU1496	0	7	1	3	3	2	5	0
OTU1497	0	0	1	5	2	3	1	0
OTU1498	0	0	0	0	0	1	1	0
OTU1499	1	1	3	0	2	1	0	0
OTU1500	0	0	1	2	1	0	0	1
OTU1501	1	0	7	1	1	0	1	1
OTU1502	4	8	4	12	3	9	7	4
OTU1503	74	77	42	66	102	68	67	72
OTU1504	4	2	1	6	4	9	1	3
OTU1505	11	11	5	16	13	18	9	20
OTU1506	1	0	0	0	0	0	0	0
OTU1507	3	2	1	0	0	4	0	2
OTU1508	32	23	21	40	32	70	29	44
OTU1509	3	3	6	4	5	6	5	3
OTU1510	8	18	5	11	9	5	9	12
OTU1511	1	1	1	1	3	1	0	1
OTU1512	3	5	3	3	4	1	1	7
OTU1513	71	72	68	61	95	120	93	60
OTU1514	0	1	1	1	4	0	1	0
OTU1515	4	4	3	3	3	7	5	8
OTU1516	0	0	1	0	3	5	1	1
OTU1517	109	35	61	61	72	51	54	56
OTU1518	1	1	2	0	0	0	1	0
OTU1519	113	117	165	158	149	178	78	96
OTU1520	23	16	16	22	20	23	9	18
OTU1521	0	1	0	1	0	0	0	0
OTU1522	1	2	1	1	0	1	4	0
OTU1523	6	4	1	1	0	7	1	1
OTU1524	130	112	149	167	161	133	90	100
OTU1525	31	15	31	22	20	52	12	32
OTU1526	49	46	38	48	64	56	30	30
OTU1527	1	1	2	1	0	0	1	0
OTU1528	5	4	2	9	4	10	3	3
OTU1529	20	26	24	47	41	31	30	59
OTU1530	0	0	1	0	1	0	0	0
OTU1531	15	8	8	7	7	7	8	3
OTU1532	5	5	1	3	6	5	2	4
OTU1533	1	2	0	0	0	1	0	0
OTU1534	1	0	0	2	0	1	2	0
OTU1535	17	24	3	18	19	26	13	34
OTU1536	1	0	2	1	1	0	0	1
OTU1537	7	8	3	4	7	4	9	5
OTU1538	2	0	0	1	0	1	0	0
OTU1539	0	0	0	0	0	0	0	0
OTU1540	0	0	0	0	0	0	0	0
OTU1541	2	0	1	1	3	3	0	0
OTU1542	2	1	1	0	7	3	1	3
OTU1543	1	2	3	0	1	1	3	1
OTU1544	2	0	1	1	0	0	2	0
OTU1545	0	0	0	4	0	0	0	0
OTU1546	4	4	9	4	6	8	8	4
OTU1547	3	1	2	1	2	1	0	1
OTU1548	7	6	1	3	6	1	4	5
OTU1549	0	5	2	0	0	0	0	1
OTU1550	1	1	0	0	5	4	2	3
OTU1551	2	1	0	3	0	1	0	0
OTU1552	256	234	154	220	178	336	202	206
OTU1553	3	0	1	2	0	0	2	0
OTU1554	1	1	2	2	1	3	4	0
OTU1555	0	0	0	0	1	0	0	0
OTU1556	181	131	185	187	195	179	179	178
OTU1557	17	19	8	10	14	18	16	20
OTU1558	0	0	1	1	0	1	0	0
OTU1559	10	13	6	7	11	14	6	5
OTU1560	1	0	0	6	0	1	0	2
OTU1561	2	3	4	8	3	1	6	3
OTU1562	0	3	0	0	1	0	1	0
OTU1563	4	2	6	5	6	5	7	7
OTU1564	12	15	20	17	16	14	21	19
OTU1565	0	1	0	1	2	2	2	3
OTU1566	12	6	0	1	1	2	0	1
OTU1567	0	2	1	3	0	2	0	1
OTU1568	0	0	0	0	0	2	2	0
OTU1569	1	4	2	0	0	1	3	3
OTU1570	1	6	1	6	3	4	2	3
OTU1571	0	1	1	2	2	2	2	1
OTU1572	149	156	117	142	176	122	133	167
OTU1573	18	26	7	30	12	48	10	10
OTU1574	11	4	6	24	10	10	10	9
OTU1575	16	10	6	17	12	8	4	18
OTU1576	6	0	2	4	4	1	6	0
OTU1577	9	13	2	10	9	8	9	7
OTU1578	29	27	27	42	32	44	22	31
OTU1579	41	21	26	7	24	23	27	33
OTU1580	36	29	30	15	16	18	0	10
OTU1581	0	4	2	4	6	1	0	4
OTU1582	4	7	7	12	9	11	1	9
OTU1583	36	19	32	35	34	29	41	46
OTU1584	2	4	1	3	1	3	0	1
OTU1585	1	5	5	7	1	1	3	1
OTU1586	3	1	1	1	3	1	3	2
OTU1587	3	2	2	2	3	1	0	2
OTU1588	1	0	0	1	1	0	0	1
OTU1589	19	11	89	67	31	24	10	12
OTU1590	17	8	18	14	10	16	15	12
OTU1591	12	12	26	91	13	8	5	18
OTU1592	1	0	1	0	0	1	1	3
OTU1593	2	6	1	6	3	0	3	1
OTU1594	0	0	0	0	0	1	0	0
OTU1595	0	0	1	0	1	0	0	0
OTU1596	3	0	2	4	1	2	1	1
OTU1597	4	13	12	23	21	11	11	25
OTU1598	2	3	3	1	2	1	1	1
OTU1599	1	0	1	3	0	1	0	4
OTU1600	3	1	2	0	1	3	3	0
OTU1601	6	6	2	1	3	0	2	4
OTU1602	7	0	3	1	2	1	1	3
OTU1603	7	10	6	2	5	10	6	6
OTU1604	3	0	1	3	3	3	4	1
OTU1605	2	3	0	3	5	2	0	3
OTU1606	32	26	43	51	36	33	18	17
OTU1607	65	65	74	80	93	62	55	79
OTU1608	8	9	12	8	9	13	7	5
OTU1609	16	6	15	13	4	11	13	7
OTU1610	3	2	5	1	6	0	2	2
OTU1611	1	0	0	2	3	2	2	1
OTU1612	38	42	33	36	29	38	37	43
OTU1613	1	1	8	5	1	2	1	2
OTU1614	2	7	6	5	4	6	4	3
OTU1615	0	0	0	1	0	0	0	0
OTU1616	2	2	2	1	2	0	1	1
OTU1617	2	0	2	0	2	0	2	2
OTU1618	1	0	1	1	2	2	3	1
OTU1619	0	0	2	0	0	1	1	0
OTU1620	3	5	1	4	1	11	7	2
OTU1621	1	1	8	4	3	0	3	6
OTU1622	12	10	6	8	9	7	14	7
OTU1623	8	6	10	8	6	8	6	2
OTU1624	83	71	65	72	83	75	84	84
OTU1625	23	13	12	49	13	26	16	19
OTU1626	15	15	9	4	13	12	16	6
OTU1627	8	4	3	7	12	3	3	11
OTU1628	1	4	2	1	3	1	2	1
OTU1629	279	296	241	309	322	325	295	328
OTU1630	2	0	0	0	0	1	0	0
OTU1631	0	0	0	1	0	0	0	0
OTU1632	0	0	2	1	2	0	1	2
OTU1633	7	5	6	3	4	1	3	4
OTU1634	0	1	0	1	0	1	0	2
OTU1635	0	1	1	4	2	2	2	3
OTU1636	0	0	0	0	0	0	0	0
OTU1637	5	3	6	3	4	5	3	2
OTU1638	5	4	3	5	11	8	6	9
OTU1639	11	9	19	16	9	28	12	15
OTU1640	3	8	6	3	3	3	1	5
OTU1641	0	0	0	1	0	0	0	0
OTU1642	25	23	23	26	34	31	24	29
OTU1643	6	24	7	11	10	12	4	8
OTU1644	3	3	2	2	3	1	0	2
OTU1645	2	3	4	8	9	7	5	9
OTU1646	8	8	7	4	10	12	10	3
OTU1647	5	6	4	3	4	9	6	2
OTU1648	2	5	1	0	2	1	1	1
OTU1649	0	1	1	0	0	0	0	0
OTU1650	5	2	11	12	10	7	4	15
OTU1651	0	0	1	0	0	0	1	0
OTU1652	1	3	1	3	2	1	4	2
OTU1653	0	0	0	0	0	0	0	0
OTU1654	0	2	0	0	1	0	1	0
OTU1655	13	10	20	8	7	7	4	5
OTU1656	13	16	19	10	14	17	18	9
OTU1657	4	8	3	2	3	2	1	0
OTU1658	1	2	2	0	0	1	0	1
OTU1659	0	1	0	0	0	0	3	0
OTU1660	0	2	2	1	1	0	0	1
OTU1661	6	4	4	6	6	5	3	3
OTU1662	0	0	0	10	0	0	1	1
OTU1663	0	0	0	3	1	1	0	1
OTU1664	8	4	5	5	5	5	2	3
OTU1665	2	2	4	7	5	7	7	6
OTU1666	5	6	4	2	7	2	1	2
OTU1667	6	4	6	5	2	9	3	12
OTU1668	0	1	0	0	1	2	1	1
OTU1669	6	0	1	1	1	1	1	0
OTU1670	0	1	2	0	1	1	0	7
OTU1671	3	3	1	4	2	3	3	2
OTU1672	0	2	1	2	1	5	0	0
OTU1673	1	2	2	1	3	0	0	1
OTU1674	0	0	0	0	0	0	0	0
OTU1675	1	1	4	1	0	2	0	1
OTU1676	5	5	6	2	1	2	3	7
OTU1677	3	4	0	0	2	1	1	5
OTU1678	2	2	0	2	0	1	1	0
OTU1679	2	3	2	1	1	0	0	1
OTU1680	0	0	0	2	0	0	0	0
OTU1681	4	4	1	3	0	2	3	5
OTU1682	0	1	2	0	0	1	3	2
OTU1683	8	7	8	17	15	17	3	9
OTU1684	1	4	1	0	2	5	1	6
OTU1685	0	0	0	0	0	0	0	0
OTU1686	0	0	0	0	0	1	0	0
OTU1687	0	0	1	0	2	0	0	0
OTU1688	5	5	4	3	3	3	11	7
OTU1689	2	0	3	0	0	0	0	0
OTU1690	1	0	0	2	0	0	0	0
OTU1691	2	3	0	1	1	3	3	0
OTU1692	1	4	2	1	9	1	3	3
OTU1693	2	3	11	4	1	1	1	0
OTU1694	2	1	1	1	1	1	0	0
OTU1695	7	1	1	6	6	5	7	2
OTU1696	1	2	3	2	4	4	2	3
OTU1697	0	0	0	0	0	0	0	0
OTU1698	7	0	0	0	1	0	0	0
OTU1699	3	11	3	13	3	7	11	7
OTU1700	2	1	4	7	3	2	1	1
OTU1701	0	1	0	1	0	0	0	0
OTU1702	0	0	0	0	0	0	0	1
OTU1703	2	1	7	3	2	4	0	0
OTU1704	2	3	1	4	5	4	2	3
OTU1705	1	2	5	10	0	1	3	1
OTU1706	7	1	2	4	3	1	0	8
OTU1707	0	1	0	1	0	2	0	0
OTU1708	0	0	0	0	0	2	0	0
OTU1709	1	0	2	1	2	0	1	3
OTU1710	28	23	28	18	29	21	30	35
OTU1711	2	1	2	1	1	1	0	1
OTU1712	0	0	0	0	1	0	0	0
OTU1713	2	2	1	3	2	2	3	9
OTU1714	2	2	1	7	0	0	1	0
OTU1715	0	0	0	1	1	0	0	1
OTU1716	0	0	0	0	0	0	0	0
OTU1717	2	1	0	0	0	0	0	1
OTU1718	3	17	16	17	8	10	5	5
OTU1719	27	27	7	23	29	84	42	44
OTU1720	6	11	7	23	6	40	101	22
OTU1721	3	4	7	8	12	5	10	6
OTU1722	0	0	0	0	0	0	0	0
OTU1723	0	0	0	1	0	0	0	0
OTU1724	5	0	2	0	0	0	0	1
OTU1725	0	0	0	3	0	0	0	0
OTU1726	1	0	0	0	0	0	0	0
OTU1727	3	2	1	1	1	1	1	2
OTU1728	8	14	9	25	13	14	13	12
OTU1729	0	0	0	1	1	1	0	1
OTU1730	1	0	2	1	1	0	0	0
OTU1731	0	0	0	0	0	0	0	0
OTU1732	3	2	0	3	0	1	2	3
OTU1733	4	0	0	2	0	1	1	1
OTU1734	0	0	0	0	0	0	0	0
OTU1735	3	0	0	2	1	2	2	3
OTU1736	3	16	4	12	7	11	4	7
OTU1737	1	2	4	9	5	10	1	17
OTU1738	0	0	0	1	0	0	0	0
OTU1739	0	1	0	3	4	0	0	4
OTU1740	3	0	1	1	1	3	0	4
OTU1741	14	28	13	31	12	33	30	20
OTU1742	1	0	0	9	1	3	1	5
OTU1743	17	19	11	19	14	30	12	20
OTU1744	4	2	3	2	1	1	1	0
OTU1745	32	41	28	34	29	46	25	22
OTU1746	2	2	1	1	2	2	5	0
OTU1747	0	0	0	0	0	0	0	0
OTU1748	15	32	14	28	23	31	14	20
OTU1749	31	42	29	32	54	33	16	38
OTU1750	5	8	9	9	10	8	12	2
OTU1751	160	103	163	214	196	232	166	194
OTU1752	11	11	7	15	8	17	8	6
OTU1753	4	7	1	3	9	6	4	5
OTU1754	9	8	11	9	8	6	9	7
OTU1755	110	103	73	87	117	108	109	90
OTU1756	8	16	22	19	15	23	11	17
OTU1757	0	0	0	0	0	1	0	0
OTU1758	0	4	4	10	16	17	2	2
OTU1759	0	0	2	1	0	0	1	1
OTU1760	0	4	0	0	1	1	0	0
OTU1761	50	31	46	55	40	50	30	18
OTU1762	0	0	1	0	0	1	0	0
OTU1763	1	0	0	0	1	0	0	0
OTU1764	2	3	4	12	4	5	2	5
OTU1765	19	18	14	15	15	12	18	15
OTU1766	0	0	0	0	0	0	0	0
OTU1767	0	1	0	1	0	1	2	1
OTU1768	0	0	0	2	3	1	0	0
OTU1769	12	6	5	5	8	6	7	1
OTU1770	2	6	8	7	6	5	0	2
OTU1771	12	10	11	16	21	27	8	7
OTU1772	23	48	28	34	52	47	27	38
OTU1773	0	1	0	1	0	3	1	0
OTU1774	3	5	4	26	6	6	5	8
OTU1775	7	5	7	4	4	6	6	4
OTU1776	11	9	13	7	16	22	11	12
OTU1777	7	8	16	30	12	25	9	13
OTU1778	2	1	0	1	2	2	1	0
OTU1779	5	2	0	3	2	1	5	1
OTU1780	0	0	0	0	0	0	0	0
OTU1781	3	0	1	4	4	2	5	1
OTU1782	4	0	2	2	3	5	4	1
OTU1783	9	6	8	14	8	11	8	5
OTU1784	0	2	0	1	2	4	0	0
OTU1785	0	1	2	1	0	2	1	2
OTU1786	2	2	1	1	1	3	1	4
OTU1787	0	0	1	0	1	2	1	0
OTU1788	5	1	1	4	3	4	4	5
OTU1789	13	24	21	15	11	14	13	15
OTU1790	0	0	0	2	0	0	1	1
OTU1791	0	0	1	3	0	2	2	1
OTU1792	0	0	0	0	0	0	1	0
OTU1793	15	17	10	10	19	8	18	14
OTU1794	9	11	15	4	9	11	11	7
OTU1795	3	3	0	3	0	0	1	1
OTU1796	0	1	0	4	0	3	0	1
OTU1797	59	58	55	60	51	55	55	49
OTU1798	3	1	2	8	3	1	3	2
OTU1799	0	0	0	0	0	1	0	0
OTU1800	48	37	43	29	33	35	13	24
OTU1801	2	3	2	1	1	0	1	3
OTU1802	8	13	11	6	10	9	6	8
OTU1803	2	0	0	0	0	1	1	0
OTU1804	24	24	31	35	31	38	33	26
OTU1805	0	0	2	1	0	1	0	0
OTU1806	1	1	1	1	0	0	2	1
OTU1807	0	1	0	0	3	1	0	0
OTU1808	11	11	20	38	16	12	12	11
OTU1809	0	1	0	2	0	1	0	0
OTU1810	0	0	0	0	0	0	0	0
OTU1811	0	0	1	0	0	0	1	2
OTU1812	0	2	1	2	1	0	0	0
OTU1813	1	0	0	0	1	1	0	0
OTU1814	0	0	2	2	2	0	2	0
OTU1815	22	27	21	47	18	24	29	49
OTU1816	7	4	0	3	0	3	1	0
OTU1817	4	8	6	15	13	11	2	4
OTU1818	22	21	15	19	19	28	24	10
OTU1819	0	0	3	0	1	2	1	1
OTU1820	0	1	0	0	0	0	0	0
OTU1821	0	2	0	0	1	0	0	3
OTU1822	22	5	12	15	8	13	23	4
OTU1823	0	0	0	1	0	2	0	0
OTU1824	18	45	36	56	33	56	43	44
OTU1825	1	1	0	1	2	0	1	1
OTU1826	1	2	3	4	3	9	3	3
OTU1827	0	0	0	0	0	2	1	0
OTU1828	2	0	5	2	4	3	1	5
OTU1829	0	6	0	6	1	5	2	4
OTU1830	2	2	2	3	5	5	4	3
OTU1831	6	2	3	2	5	4	5	1
OTU1832	21	20	20	17	12	22	22	16
OTU1833	1	0	1	0	0	1	0	0
OTU1834	0	0	0	0	0	0	0	0
OTU1835	0	0	0	0	0	1	0	0
OTU1836	0	1	2	3	2	0	1	2
OTU1837	1	2	1	0	0	1	0	0
OTU1838	37	19	46	48	53	39	21	25
OTU1839	1	0	4	1	10	1	0	3
OTU1840	17	3	18	9	9	10	11	9
OTU1841	42	13	57	37	52	33	30	23
OTU1842	2	1	0	0	0	1	3	2
OTU1843	2	1	4	6	0	2	2	7
OTU1844	6	7	21	10	12	8	9	10
OTU1845	17	18	16	9	19	17	15	15
OTU1846	1	1	0	1	0	1	0	0
OTU1847	18	7	8	12	1	3	4	3
OTU1848	0	0	0	0	0	0	0	0
OTU1849	0	0	0	0	0	0	1	1
OTU1850	1	0	0	1	0	1	3	1
OTU1851	97	124	144	90	119	111	88	91
OTU1852	0	0	0	0	0	1	0	0
OTU1853	10	13	6	7	8	21	5	8
OTU1854	0	1	4	5	1	0	0	1
OTU1855	0	0	0	1	0	0	1	0
OTU1856	14	12	15	8	21	8	18	7
OTU1857	0	0	0	0	2	3	0	0
OTU1858	0	3	2	1	1	1	0	0
OTU1859	0	0	0	2	0	1	0	1
OTU1860	0	0	1	0	0	2	0	0
OTU1861	4	22	7	21	8	10	4	10
OTU1862	1	0	0	0	1	2	0	0
OTU1863	0	0	0	0	0	0	0	0
OTU1864	0	1	1	1	0	3	0	2
OTU1865	1	0	1	1	0	0	0	0
OTU1866	0	0	0	0	0	0	0	0
OTU1867	0	0	1	6	5	6	2	4
OTU1868	0	1	0	0	0	0	1	1
OTU1869	3	1	0	4	2	2	2	5
OTU1870	0	1	2	5	2	5	2	4
OTU1871	0	1	1	2	0	3	0	0
OTU1872	51	59	25	22	49	33	62	53
OTU1873	0	1	0	2	0	0	0	0
OTU1874	2	2	3	3	1	0	0	2
OTU1875	6	6	11	9	3	8	3	2
OTU1876	0	0	0	0	1	0	0	0
OTU1877	1	0	0	1	0	2	1	0
OTU1878	0	0	1	2	1	1	1	0
OTU1879	0	2	2	0	3	0	1	0
OTU1880	5	6	3	5	6	9	10	8
OTU1881	0	0	2	0	0	0	1	0
OTU1882	1474	888	1282	1439	1549	981	1318	1396
OTU1883	2	4	3	2	0	1	3	0
OTU1884	0	1	1	0	0	0	0	0
OTU1885	9	4	20	5	3	11	25	7
OTU1886	4	7	7	22	5	8	2	10
OTU1887	2	2	4	2	2	6	0	3
OTU1888	0	1	0	1	0	0	0	1
OTU1889	3	1	4	3	5	6	6	8
OTU1890	1	3	1	1	1	2	3	0
OTU1891	3	1	1	3	0	5	5	3
OTU1892	2	9	3	9	0	1	6	0
OTU1893	0	0	0	0	1	0	0	1
OTU1894	2	1	1	5	3	3	2	2
OTU1895	1	0	0	0	1	0	0	0
OTU1896	0	1	0	0	0	0	0	0
OTU1897	32	26	22	39	23	48	18	25
OTU1898	6	4	5	19	6	16	5	10
OTU1899	1	3	5	5	8	6	0	8
OTU1900	1	0	0	0	0	4	0	0
OTU1901	7	5	4	21	13	10	7	21
OTU1902	1	0	0	0	0	0	1	1
OTU1903	9	3	7	4	3	5	8	5
OTU1904	1	0	0	1	0	4	0	0
OTU1905	1	0	2	2	2	0	2	1
OTU1906	0	5	0	5	0	2	1	0
OTU1907	3	0	5	3	2	3	1	0
OTU1908	0	0	1	4	0	0	0	0
OTU1909	0	0	0	0	0	0	0	0
OTU1910	7	1	6	1	8	4	6	6
OTU1911	0	1	1	0	0	1	0	0
OTU1912	14	8	7	22	4	20	7	8
OTU1913	1	2	4	2	4	9	5	0
OTU1914	203	165	133	200	203	256	206	149
OTU1915	0	1	1	0	2	3	5	1
OTU1916	8	6	23	22	20	43	6	13
OTU1917	5	9	10	5	4	14	8	5
OTU1918	18	16	8	18	16	33	12	20
OTU1919	0	0	0	0	0	0	0	0
OTU1920	20	9	18	11	12	11	14	11
OTU1921	1	0	0	1	3	1	0	0
OTU1922	7	6	5	11	3	6	13	3
OTU1923	1	0	0	0	1	0	0	0
OTU1924	3	1	7	5	6	0	4	7
OTU1925	1	0	1	0	0	3	0	1
OTU1926	0	3	0	0	2	1	2	1
OTU1927	58	78	57	174	78	109	73	59
OTU1928	0	0	1	1	0	0	0	0
OTU1929	7	13	4	8	5	2	9	8
OTU1930	3	3	3	18	3	5	8	6
OTU1931	6	4	3	6	9	7	2	0
OTU1932	24	5	11	10	12	13	17	5
OTU1933	11	5	7	9	8	4	2	11
OTU1934	7	3	3	0	9	4	2	1
OTU1935	7	5	10	14	9	14	13	16
OTU1936	0	0	0	0	0	1	1	0
OTU1937	0	0	0	0	0	0	0	0
OTU1938	33	35	31	104	29	49	35	33
OTU1939	2	1	1	3	1	7	1	4
OTU1940	1	4	8	42	2	3	1	1
OTU1941	0	1	1	1	0	1	0	0
OTU1942	2	2	2	4	5	4	2	0
OTU1943	0	0	0	0	1	0	0	0
OTU1944	7	1	4	0	5	0	1	2
OTU1945	1	0	0	0	0	0	0	0
OTU1946	4	1	0	1	0	2	1	1
