OTUID	M	B	X	H	T	Y	J	D
OTU3852	5	4	2	2	3	1	5	4
OTU3853	3	1	0	1	0	2	4	1
OTU3854	5	8	2	11	2	3	1	0
OTU3855	0	2	0	10	0	2	0	2
OTU3856	18	23	10	9	9	10	9	6
OTU3857	5	3	1	4	1	1	1	0
OTU3858	0	1	1	2	0	0	2	0
OTU3859	12	20	21	59	11	9	3	26
OTU3860	1	2	0	3	3	0	4	3
OTU3861	1	2	1	2	4	1	0	0
OTU3862	1	0	1	1	0	2	0	1
OTU3863	25	14	9	8	22	13	17	13
OTU3864	0	1	2	1	1	1	0	0
OTU3865	0	0	1	3	1	1	1	0
OTU3866	8	6	0	11	1	9	10	1
OTU3867	0	4	6	7	3	3	1	3
OTU3868	2	5	0	1	1	3	0	1
OTU3869	2	1	0	11	2	1	4	1
OTU3870	2	7	1	4	8	1	8	6
OTU3871	3	1	1	2	4	2	0	0
OTU3872	0	0	0	2	0	1	0	0
OTU3873	2	2	0	1	0	0	0	0
OTU3874	8	5	6	10	3	3	3	1
OTU3875	1	1	1	1	0	0	1	0
OTU3876	0	0	0	3	2	1	2	0
OTU3877	2	0	3	4	1	8	3	2
OTU3878	4	3	1	2	3	0	1	2
OTU3879	2	3	2	4	0	1	1	2
OTU3880	0	0	0	1	0	0	0	1
OTU3881	1	2	8	6	3	3	1	1
OTU3882	4	2	0	7	5	6	4	0
OTU3883	11	17	6	13	8	18	11	7
OTU3884	1	1	2	5	1	1	1	2
OTU3885	2	5	0	5	1	0	3	3
OTU3886	4	1	0	2	2	2	2	0
OTU3887	4	3	2	7	3	5	5	1
OTU3888	5	2	1	4	4	1	3	0
OTU3889	0	1	0	1	0	1	0	0
OTU3890	2	0	2	4	0	1	1	2
OTU3891	29	31	33	38	19	23	19	27
OTU3892	40	49	38	68	43	45	19	39
OTU3893	4	5	1	2	5	4	1	5
OTU3894	2	0	2	1	1	0	0	0
OTU3895	0	0	0	1	0	0	0	0
OTU3896	1	6	5	3	4	4	1	2
OTU3897	1	1	1	2	1	0	0	1
OTU3898	3	3	8	5	1	0	1	4
OTU3899	7	2	2	3	6	7	12	6
OTU3900	0	0	0	4	0	2	3	1
OTU3901	25	28	28	26	37	20	18	16
OTU3902	15	14	11	19	5	18	19	18
OTU3903	313	486	339	526	426	435	294	300
OTU3904	0	0	3	2	3	2	2	0
OTU3905	11	9	11	28	17	29	18	15
OTU3906	3	1	3	2	1	1	2	0
OTU3907	15	9	11	4	6	4	10	12
OTU3908	18	19	16	61	16	34	19	29
OTU3909	1	1	3	6	1	1	6	7
OTU3910	2	3	6	3	12	3	3	2
OTU3911	16	5	9	20	20	17	13	13
OTU3912	3	7	4	11	3	9	11	4
OTU3913	0	1	2	0	1	1	2	0
OTU3914	61	26	37	43	43	44	24	24
OTU3915	40	24	40	41	45	67	46	38
OTU3916	2	1	1	8	1	0	1	0
OTU3917	0	0	0	2	0	1	2	0
OTU3918	21	18	10	5	13	8	14	0
OTU3919	2	3	0	5	4	2	3	2
OTU3920	0	0	2	0	1	0	1	1
OTU3921	4	0	0	1	2	1	4	3
OTU3922	10	9	8	21	6	14	2	6
OTU3923	0	1	3	5	4	0	10	6
OTU3924	1	0	1	0	0	0	1	0
OTU3925	2	3	2	4	6	1	7	2
OTU3926	0	1	0	1	0	2	2	2
OTU3927	0	0	0	0	0	0	3	0
OTU3928	17	11	5	7	6	13	14	3
OTU3929	2	1	0	0	3	0	2	0
OTU3930	16	17	21	27	17	33	13	12
OTU3931	16	13	7	12	8	10	18	5
OTU3932	0	3	0	3	1	3	4	5
OTU3933	0	0	0	0	0	0	1	0
OTU3934	12	6	2	8	15	16	18	11
OTU3935	0	1	0	0	1	1	4	0
OTU3936	1	3	3	0	0	0	2	0
OTU3937	8	6	2	7	1	4	2	1
OTU3938	2	6	2	5	1	6	1	1
OTU3939	1	2	1	1	1	0	4	0
OTU3940	8	10	2	15	7	8	9	12
OTU3941	1	2	2	0	0	1	2	4
OTU3942	1	1	2	1	0	1	6	3
OTU3943	0	1	1	0	1	0	2	2
OTU3944	6	15	20	18	9	15	10	14
OTU3945	0	1	0	5	1	0	1	0
OTU3946	0	0	0	0	1	0	1	1
OTU3947	10	12	21	22	18	20	8	18
OTU3948	1	5	1	7	1	0	2	3
OTU3949	3	2	1	4	1	1	1	0
OTU3950	48	81	95	191	56	106	67	80
OTU3951	4	1	4	3	5	4	5	4
OTU3952	3	2	2	0	3	0	2	3
OTU3953	2	1	0	2	0	5	3	1
OTU3954	14	11	8	13	14	16	19	14
OTU3955	4	5	3	5	6	8	6	4
OTU3956	7	15	8	11	2	13	5	6
OTU3957	8	6	7	19	7	10	6	6
OTU3958	5	6	7	24	12	8	4	4
OTU3959	2	0	0	2	0	0	7	4
OTU3960	2	1	7	1	1	0	3	4
OTU3961	13	17	22	10	22	19	9	3
OTU3962	10	4	12	8	8	7	6	4
OTU3963	5	13	9	10	6	5	13	4
OTU3964	2	3	2	0	0	1	3	9
OTU3965	1	0	1	2	1	1	2	0
OTU3966	0	0	0	1	0	0	1	1
OTU3967	8	3	6	2	6	3	7	4
OTU3968	1	3	2	1	0	0	1	2
OTU3969	4	3	1	0	0	2	2	1
OTU3970	0	0	0	0	0	0	2	0
OTU3971	4	5	4	15	5	6	3	3
OTU3972	1	1	0	2	0	0	3	0
OTU3973	3	0	2	3	1	2	2	1
OTU3974	2	0	4	5	0	3	1	0
OTU3975	2	0	0	0	3	1	2	2
OTU3976	6	2	9	6	11	4	6	8
OTU3977	2	3	1	4	4	5	4	6
OTU3978	15	17	4	29	14	13	11	11
OTU3979	5	10	8	15	7	12	9	3
OTU3980	4	10	2	2	3	2	4	1
OTU3981	3	2	0	3	1	1	6	0
OTU3982	11	11	13	12	18	13	9	11
OTU3983	3	7	4	9	2	4	7	4
OTU3984	1	3	2	11	2	4	1	1
OTU3985	1	1	2	1	1	1	1	0
OTU3986	0	0	0	1	2	0	1	0
OTU3987	0	2	2	4	0	9	13	1
OTU3988	66	45	39	47	57	54	53	42
OTU3989	73	79	64	73	72	64	62	60
OTU3990	152	149	158	255	268	148	176	225
OTU3991	24	13	11	4	10	7	9	8
OTU3992	50	57	34	52	44	63	41	35
OTU3993	0	1	0	0	2	0	2	1
OTU3994	2	6	5	1	1	4	3	0
OTU3995	16	11	12	8	5	10	22	13
OTU3996	0	3	1	4	1	3	5	1
OTU3997	2	0	3	5	1	2	1	5
OTU3998	5	8	7	11	3	4	2	3
OTU3999	1	2	1	2	2	2	3	5
OTU4000	2	0	1	0	1	1	2	0
OTU4001	2	3	5	1	2	5	3	4
OTU4002	1	0	0	1	0	2	3	0
OTU4003	0	0	0	0	2	0	2	0
OTU4004	1	1	0	1	0	0	1	0
OTU4005	1	0	1	0	1	1	1	1
OTU4006	3	5	1	5	6	3	5	1
OTU4007	6	3	1	2	3	1	7	2
OTU4008	0	0	1	0	0	1	2	0
OTU4009	2	1	1	1	1	1	1	2
OTU4010	0	0	0	0	1	2	2	0
OTU4011	7	6	7	4	6	5	10	8
OTU4012	2	0	5	5	3	2	1	2
OTU4013	1	0	1	1	0	0	2	1
OTU4014	2	4	2	1	1	3	1	3
OTU4015	24	42	27	33	13	16	28	26
OTU4016	3	2	2	9	5	2	4	3
OTU4017	0	0	2	1	0	2	2	2
OTU4018	0	0	3	2	2	1	2	1
OTU4019	0	3	3	1	3	6	3	1
OTU4020	7	2	6	1	5	5	2	2
OTU4021	5	6	2	10	4	6	7	2
OTU4022	1	0	3	0	1	5	3	2
OTU4023	38	27	19	16	18	35	23	39
OTU4024	0	1	0	0	0	1	2	0
OTU4025	5	6	1	6	10	6	11	10
OTU4026	6	1	1	2	2	1	3	0
OTU4027	37	52	36	82	42	85	17	51
OTU4028	3	1	1	0	1	1	2	3
OTU4029	3	0	2	1	2	3	2	6
OTU4030	0	4	4	5	2	1	2	4
OTU4031	1	3	4	0	4	5	7	6
OTU4032	12	1	9	3	5	3	7	6
OTU4033	3	5	5	8	7	4	5	3
OTU4034	4	2	3	6	2	3	5	1
OTU4035	22	12	19	11	18	14	17	14
OTU4036	3	8	6	5	6	10	9	4
OTU4037	2	3	4	4	5	7	6	8
OTU4038	1	2	2	1	2	2	1	1
OTU4039	47	42	46	45	63	64	57	49
OTU4040	2	0	0	4	2	0	1	0
OTU4041	8	11	4	6	11	6	13	9
OTU4042	5	5	7	7	8	6	11	3
OTU4043	33	34	11	16	16	25	23	10
OTU4044	158	183	170	188	94	207	100	61
OTU4045	33	37	30	30	40	31	38	43
OTU4046	14	9	8	10	12	12	11	7
OTU4047	19	22	14	10	12	12	17	13
OTU4048	22	24	28	22	19	26	15	31
OTU4049	6	3	0	3	2	1	2	0
OTU4050	0	0	0	1	0	0	2	0
OTU4051	7	8	8	5	3	2	15	4
OTU4052	16	32	35	11	19	14	16	9
OTU4053	1	1	0	1	2	1	3	1
OTU4054	0	0	0	0	0	0	1	0
OTU4055	3	2	1	0	1	3	4	0
OTU4056	0	0	0	0	1	3	2	0
OTU4057	2	0	1	1	1	1	5	1
OTU4058	2	4	2	7	4	2	5	6
OTU4059	0	0	1	1	2	1	2	0
OTU4060	2	0	2	0	1	1	2	2
OTU4061	5	6	5	4	0	7	9	3
OTU4062	32	10	17	22	10	29	14	12
OTU4063	8	2	3	2	5	4	12	5
OTU4064	2	3	4	4	3	5	1	3
OTU4065	3	7	7	11	7	8	14	12
OTU4066	0	0	0	1	1	0	1	0
OTU4067	13	12	20	9	9	9	6	7
OTU4068	2	3	3	3	1	2	2	0
OTU4069	8	8	10	5	6	10	5	1
OTU4070	2	1	3	5	5	3	3	1
OTU4071	18	20	15	12	10	24	17	22
OTU4072	0	1	0	0	0	1	2	1
OTU4073	1	3	10	5	2	6	5	2
OTU4074	0	0	0	0	0	0	2	0
OTU4075	162	203	270	401	180	241	87	221
OTU4076	4	3	0	3	4	2	5	2
OTU4077	11	6	9	6	9	9	10	18
OTU4078	23	15	2	25	8	11	17	14
OTU4079	1	1	1	1	2	0	1	2
OTU4080	0	2	5	3	2	3	1	3
OTU4081	3	1	0	2	3	0	2	2
OTU4082	0	0	1	0	0	0	2	0
OTU4083	0	1	0	1	2	1	1	0
OTU4084	4	10	2	8	3	8	5	2
OTU4085	115	72	82	107	100	86	84	99
OTU4086	5	1	2	1	1	3	2	2
OTU4087	2	3	1	2	1	3	1	3
OTU4088	2	5	2	9	4	9	2	8
OTU4089	6	9	6	6	4	4	5	6
OTU4090	1	0	0	0	0	0	1	1
OTU4091	36	41	48	34	34	44	35	41
OTU4092	25	17	12	30	18	22	31	24
OTU4093	7	7	4	9	6	6	5	4
OTU4094	9	6	10	7	10	2	11	12
OTU4095	1	1	1	1	1	2	3	1
OTU4096	3	2	2	4	2	1	5	1
OTU4097	13	8	9	8	17	1	16	18
OTU4098	114	97	127	106	130	115	115	88
OTU4099	37	27	39	54	54	57	36	26
OTU4100	2	0	3	1	2	6	1	1
OTU4101	0	6	5	1	9	5	6	2
OTU4102	2	0	4	1	3	0	3	0
OTU4103	0	3	0	0	2	2	2	1
OTU4104	43	29	44	47	66	38	39	55
OTU4105	1	4	1	1	1	0	2	0
OTU4106	210	189	217	310	260	363	221	249
OTU4107	1	0	2	4	4	0	1	3
OTU4108	23	21	29	21	36	24	25	26
OTU4109	2	0	0	0	0	0	2	0
OTU4110	46	48	45	46	29	43	43	21
OTU4111	5	3	4	7	4	8	5	6
OTU4112	6	6	8	2	18	2	9	5
OTU4113	1	0	0	0	0	1	2	0
OTU4114	0	0	2	0	0	0	1	1
OTU4115	25	17	33	23	20	15	14	10
OTU4116	3	2	1	3	0	0	1	0
OTU4117	2	4	5	2	2	0	2	1
OTU4118	3	2	1	4	2	1	2	2
OTU4119	65	47	59	54	62	63	56	75
OTU4120	2	4	1	3	0	0	3	1
OTU4121	2	3	1	0	0	0	10	2
OTU4122	11	11	5	12	10	8	9	27
OTU4123	8	9	10	18	8	11	27	23
OTU4124	18	6	8	21	12	10	9	6
OTU4125	0	1	0	2	1	2	6	2
OTU4126	0	0	2	0	0	0	1	2
OTU4127	5	7	4	15	12	12	12	24
OTU4128	0	0	9	9	2	1	2	3
OTU4129	3	4	2	2	4	1	2	2
OTU4130	5	7	4	9	15	6	12	7
OTU4131	32	25	34	27	39	35	33	27
OTU4132	5	0	7	2	2	2	4	2
OTU4133	7	2	5	9	3	4	7	6
OTU4134	1	1	0	0	1	2	1	1
OTU4135	1	0	3	1	2	1	4	2
OTU4136	7	4	2	6	7	2	9	3
OTU4137	40	26	20	51	41	43	17	29
OTU4138	1	0	3	1	2	0	5	1
OTU4139	4	2	2	4	1	1	3	7
OTU4140	6	11	8	7	7	8	14	12
OTU4141	10	8	7	13	9	14	16	5
OTU4142	0	0	0	2	3	2	2	0
OTU4143	8	5	3	14	8	6	6	5
OTU4144	5	2	2	2	3	4	2	3
OTU4145	6	17	10	12	10	12	21	43
OTU4146	9	6	13	10	16	12	14	9
OTU4147	2	4	3	1	1	1	1	3
OTU4148	3	1	1	1	3	2	2	3
OTU4149	6	10	11	8	6	13	1	2
OTU4150	10	27	9	15	16	8	18	16
OTU4151	0	4	1	1	2	1	2	3
OTU4152	1	2	5	1	1	1	4	2
OTU4153	0	1	1	2	0	0	2	1
OTU4154	5	4	4	3	0	8	6	2
OTU4155	0	0	0	0	0	0	1	0
OTU4156	10	4	7	9	2	9	7	6
OTU4157	3	1	3	3	1	2	3	0
OTU4158	2	1	2	5	3	2	2	0
OTU4159	2	1	1	5	1	6	5	3
OTU4160	0	2	3	1	0	1	1	1
OTU4161	0	1	0	3	1	1	1	0
OTU4162	1	9	3	15	1	13	3	1
OTU4163	6	3	2	5	15	8	7	11
OTU4164	0	1	0	2	1	1	4	3
OTU4165	11	12	10	15	18	8	22	17
OTU4166	21	26	26	13	18	16	18	7
OTU4167	4	2	2	1	2	3	4	2
OTU4168	1	1	4	0	0	2	3	0
OTU4169	1	0	2	10	3	1	1	2
OTU4170	4	11	7	11	14	8	9	12
OTU4171	5	18	10	17	12	12	11	29
OTU4172	5	11	3	10	7	10	11	7
OTU4173	11	18	17	42	12	17	15	25
OTU4174	1	1	0	0	2	0	1	1
OTU4175	39	45	35	42	32	38	52	56
OTU4176	42	21	53	25	30	30	33	16
OTU4177	4	6	1	2	9	8	6	8
OTU4178	1	1	1	0	1	0	2	1
OTU4179	9	4	8	6	10	6	10	11
OTU4180	2	1	0	3	2	0	4	2
OTU4181	7	8	3	3	5	2	5	6
OTU4182	2	7	8	15	1	3	5	3
OTU4183	1	4	3	1	0	0	5	0
OTU4184	1	1	1	1	0	0	2	2
OTU4185	0	0	3	0	1	2	1	1
OTU4186	20	24	14	33	19	30	20	16
OTU4187	4	2	2	2	6	8	2	1
OTU4188	3	2	5	5	6	4	9	7
OTU4189	0	2	0	0	0	1	2	1
OTU4190	19	15	22	19	20	10	14	17
OTU4191	20	20	8	15	23	14	13	10
OTU4192	1	1	4	4	1	1	1	2
OTU4193	17	24	15	27	23	21	20	21
OTU4194	13	21	5	19	10	13	12	15
OTU4195	4	1	8	11	9	2	4	3
OTU4196	6	4	3	2	5	4	9	2
OTU4197	1	0	0	0	1	1	1	1
OTU4198	12	11	10	15	12	12	23	16
OTU4199	1	5	1	10	4	3	0	4
OTU4200	56	70	65	62	68	57	25	48
OTU4201	9	1	2	0	2	0	0	0
OTU4202	3	3	5	6	2	5	1	1
OTU4203	3	4	2	0	0	3	1	3
OTU4204	2	0	0	3	2	3	1	3
OTU4205	228	183	215	256	239	328	170	189
OTU4206	2	1	0	0	0	2	1	0
OTU4207	1	0	0	0	0	0	0	0
OTU4208	2	0	0	0	0	0	0	0
OTU4209	3	2	4	2	1	0	2	1
OTU4210	25	31	15	19	33	26	23	32
OTU4211	1	1	0	1	0	1	0	1
OTU4212	4	1	1	1	0	0	1	0
OTU4213	1	0	0	1	1	1	1	1
OTU4214	1	0	1	0	0	0	0	0
OTU4215	2	1	3	0	1	2	1	1
OTU4216	7	2	1	3	1	7	5	5
OTU4217	3	1	3	1	0	1	0	3
OTU4218	3	0	1	2	0	3	3	1
OTU4219	8	6	12	6	6	3	16	8
OTU4220	8	1	0	1	1	3	2	2
OTU4221	6	5	2	5	2	0	3	3
OTU4222	1	0	0	0	0	1	0	2
OTU4223	7	1	1	7	9	10	7	7
OTU4224	2	3	1	0	3	1	0	0
OTU4225	15	5	6	7	2	1	3	0
OTU4226	24	23	12	18	20	18	12	12
OTU4227	34	33	25	52	41	52	23	20
OTU4228	4	3	1	1	2	1	3	3
OTU4229	27	2	2	2	3	4	2	3
OTU4230	32	28	26	32	24	26	25	12
OTU4231	8	1	2	3	1	3	4	4
OTU4232	1	0	0	1	0	0	0	0
OTU4233	3	0	1	0	0	0	3	0
OTU4234	3	1	3	1	3	2	2	1
OTU4235	16	13	6	10	7	18	11	10
OTU4236	1	1	0	0	0	1	0	0
OTU4237	8	1	0	2	2	1	8	8
OTU4238	3	3	3	4	9	6	2	2
OTU4239	51	87	93	114	77	123	62	48
OTU4240	3	3	5	13	4	12	1	10
OTU4241	3	0	2	1	2	1	1	1
OTU4242	1	2	3	0	4	1	0	0
OTU4243	12	0	0	0	0	0	0	0
OTU4244	31	14	16	30	29	40	29	25
OTU4245	5	8	3	9	2	13	3	7
OTU4246	1	2	5	3	2	2	4	1
OTU4247	18	19	7	26	20	20	14	19
OTU4248	5	6	9	1	4	4	2	2
OTU4249	12	3	1	10	2	12	5	6
OTU4250	3	0	2	2	3	4	1	0
OTU4251	4	6	5	5	4	6	8	9
OTU4252	1	0	0	0	1	0	1	0
OTU4253	2	2	2	4	0	3	4	4
OTU4254	1	0	0	2	1	0	0	1
OTU4255	1	1	1	1	1	1	3	0
OTU4256	3	3	4	7	2	1	1	3
OTU4257	5	7	4	1	5	0	3	5
OTU4258	1	2	0	1	0	1	0	0
OTU4259	2	0	0	0	0	0	1	0
OTU4260	4	1	1	2	3	3	8	4
OTU4261	1	1	0	0	0	0	0	0
OTU4262	16	12	11	16	28	18	15	31
OTU4263	27	22	9	10	14	22	15	7
OTU4264	4	1	1	2	2	5	1	1
OTU4265	1	5	2	2	6	0	3	7
OTU4266	2	1	1	0	0	1	0	0
OTU4267	1	0	2	0	1	0	1	0
OTU4268	4	0	3	0	1	2	0	2
OTU4269	14	10	11	8	12	11	6	9
OTU4270	9	7	10	6	3	5	3	4
OTU4271	7	6	1	4	6	6	4	4
OTU4272	3	2	4	3	1	4	0	2
OTU4273	1	0	1	0	0	0	0	0
OTU4274	3	3	1	2	0	0	4	2
OTU4275	11	8	6	5	4	9	6	7
OTU4276	3	2	5	3	2	4	2	0
OTU4277	58	38	63	64	64	47	35	57
OTU4278	4	3	2	0	2	1	7	3
OTU4279	6	3	4	16	9	14	8	9
OTU4280	2	0	0	0	2	1	1	1
OTU4281	11	13	9	5	15	10	7	7
OTU4282	1	1	0	0	0	2	0	0
OTU4283	3	2	0	1	0	2	0	1
OTU4284	2	0	3	1	2	3	0	2
OTU4285	5	6	2	2	1	6	3	2
OTU4286	1	1	0	2	0	0	0	0
OTU4287	3	3	0	3	0	1	1	1
OTU4288	3	24	0	0	0	2	0	0
OTU4289	9	6	0	5	7	5	4	11
OTU4290	6	8	8	9	3	13	4	3
OTU4291	1	0	1	0	6	4	0	1
OTU4292	46	31	24	13	22	26	15	14
OTU4293	13	1	5	6	5	5	1	4
OTU4294	3	1	4	4	4	3	4	3
OTU4295	43	8	3	4	2	1	3	4
OTU4296	116	139	110	112	152	114	118	103
OTU4297	1	0	3	0	0	1	1	0
OTU4298	36	32	17	33	34	49	25	29
OTU4299	11	20	8	7	14	22	14	13
OTU4300	5	3	6	9	6	6	10	16
OTU4301	2	3	2	2	1	1	1	2
OTU4302	4	1	1	7	3	2	2	4
OTU4303	5	7	2	4	3	12	13	2
OTU4304	2	0	1	0	2	1	1	0
OTU4305	69	45	38	45	47	54	37	48
OTU4306	9	8	9	15	11	17	14	13
OTU4307	14	19	37	36	37	23	18	54
OTU4308	2	1	0	2	0	0	1	0
OTU4309	3	2	5	0	1	0	1	5
OTU4310	1	1	1	4	1	2	2	0
OTU4311	1	0	1	0	0	1	0	1
OTU4312	1	2	2	4	4	0	7	2
OTU4313	1	1	0	1	0	0	0	0
OTU4314	15	14	5	20	18	17	15	12
OTU4315	1	0	1	1	0	1	1	0
OTU4316	1	0	0	2	0	0	1	0
OTU4317	1	3	0	1	1	2	0	2
OTU4318	2	0	3	0	0	0	0	0
OTU4319	3	1	4	0	2	8	2	5
OTU4320	1	2	0	3	0	1	1	0
OTU4321	9	9	9	31	22	21	11	17
OTU4322	2	0	0	1	5	0	0	0
OTU4323	2	6	8	6	3	0	2	1
OTU4324	12	5	5	12	6	6	4	19
OTU4325	1	0	0	1	0	0	0	0
OTU4326	6	3	3	2	9	9	4	4
OTU4327	10	3	3	5	2	4	8	6
OTU4328	3	4	6	9	1	0	0	2
OTU4329	2	8	4	7	1	6	0	2
OTU4330	3	4	3	3	10	2	2	3
OTU4331	18	26	26	16	28	11	11	19
OTU4332	4	1	0	0	3	0	0	1
OTU4333	10	11	7	11	8	10	10	16
OTU4334	2	3	1	3	2	1	0	2
OTU4335	1	2	0	0	0	0	2	0
OTU4336	24	0	0	0	0	1	0	0
OTU4337	1	1	0	2	0	1	1	1
OTU4338	2	4	3	1	0	3	2	1
OTU4339	5	8	4	7	4	5	6	1
OTU4340	2	0	0	0	0	0	1	0
OTU4341	8	19	0	6	4	3	9	7
OTU4342	9	0	1	1	0	1	0	0
OTU4343	9	6	8	8	7	16	3	2
OTU4344	12	7	10	11	6	12	11	6
OTU4345	2	0	2	5	5	2	4	4
OTU4346	2	1	3	17	4	5	3	4
OTU4347	4	0	2	3	3	2	0	3
OTU4348	2	3	0	0	0	0	0	1
OTU4349	4	1	0	1	0	0	1	0
OTU4350	1	0	0	0	0	0	0	0
OTU4351	4	2	0	4	2	1	1	1
OTU4352	5	1	5	6	4	6	2	4
OTU4353	1	2	3	4	1	0	0	1
OTU4354	5	7	2	6	2	6	7	4
OTU4355	1	0	1	0	1	1	0	1
OTU4356	5	1	4	4	6	13	4	8
OTU4357	147	107	124	132	187	121	143	137
OTU4358	16	13	15	10	7	12	9	6
OTU4359	7	8	5	3	8	10	6	9
OTU4360	1	0	1	2	2	2	1	2
OTU4361	6	4	2	4	8	8	5	5
OTU4362	3	9	8	16	13	11	14	4
OTU4363	16	16	10	19	14	13	9	12
OTU4364	2	0	0	0	1	0	0	0
OTU4365	2	1	3	6	3	0	1	1
OTU4366	19	14	2	6	9	16	6	12
OTU4367	1	0	2	2	1	2	0	0
OTU4368	2	1	2	3	0	1	0	0
OTU4369	1	3	3	1	1	0	1	1
OTU4370	2	2	0	4	4	4	3	3
OTU4371	13	0	0	0	0	0	0	0
OTU4372	2	1	0	4	0	0	1	0
OTU4373	7	2	9	1	5	7	6	6
OTU4374	2	1	0	0	0	0	1	1
OTU4375	16	10	10	10	8	7	9	12
OTU4376	8	7	2	2	4	3	4	1
OTU4377	1	0	1	0	1	0	1	5
OTU4378	2	1	1	1	2	3	0	0
OTU4379	7	7	7	13	3	2	7	1
OTU4380	6	0	7	0	0	4	0	0
OTU4381	2	0	0	0	1	2	0	0
OTU4382	7	5	6	8	4	5	3	1
OTU4383	1	0	2	1	0	1	0	0
OTU4384	2	0	0	0	0	1	0	1
OTU4385	1	0	1	0	0	1	0	0
OTU4386	11	9	21	8	8	15	5	8
OTU4387	16	4	20	12	17	15	17	12
OTU4388	2	4	5	2	2	2	1	0
OTU4389	2	1	4	0	0	0	0	0
OTU4390	2	1	0	1	0	1	3	1
OTU4391	3	3	1	2	1	1	0	1
OTU4392	2	2	1	7	6	5	2	2
OTU4393	1	0	3	2	0	1	1	2
OTU4394	16	13	25	29	10	10	16	6
OTU4395	2	3	1	1	0	0	1	3
OTU4396	6	1	7	5	9	3	6	8
OTU4397	21	28	14	18	15	17	13	10
OTU4398	5	7	1	7	2	1	2	4
OTU4399	1	0	0	1	0	0	1	0
OTU4400	1	2	0	2	3	2	2	1
OTU4401	2	0	1	0	0	1	0	0
OTU4402	7	2	1	6	2	1	7	4
OTU4403	8	4	1	2	0	3	3	1
OTU4404	4	3	6	5	7	4	4	3
OTU4405	6	2	3	4	1	1	2	3
OTU4406	1	2	1	0	0	1	0	2
OTU4407	5	1	4	1	0	1	0	2
OTU4408	1	0	0	1	3	1	0	0
OTU4409	5	6	4	3	1	3	6	2
OTU4410	3	3	1	2	2	3	1	5
OTU4411	1	1	1	1	1	0	1	2
OTU4412	20	29	39	32	22	30	20	18
OTU4413	2	3	0	4	2	2	2	0
OTU4414	2	1	2	4	2	0	1	0
OTU4415	3	2	2	7	4	0	10	4
OTU4416	18	24	32	17	15	10	23	22
OTU4417	3	6	7	4	1	7	9	8
OTU4418	2	1	2	0	0	0	0	1
OTU4419	1	0	1	1	0	1	0	0
OTU4420	2	1	1	0	1	0	1	1
OTU4421	3	2	3	0	1	1	1	1
OTU4422	2	0	0	0	1	0	0	0
OTU4423	20	5	44	19	82	10	14	8
OTU4424	5	11	9	9	3	7	1	7
OTU4425	2	0	0	1	0	0	1	0
OTU4426	3	0	2	4	8	1	5	4
OTU4427	3	2	3	5	5	13	3	1
OTU4428	1	1	3	0	1	0	0	0
OTU4429	41	35	43	31	47	43	44	44
OTU4430	5	0	4	2	5	7	8	7
OTU4431	5	1	0	3	2	2	1	2
OTU4432	2	3	0	7	3	5	2	2
OTU4433	2	2	2	2	2	3	2	0
OTU4434	1	2	2	2	3	0	3	4
OTU4435	2	1	1	0	0	0	0	2
OTU4436	2	1	0	0	0	1	0	0
OTU4437	5	4	3	3	5	2	3	1
OTU4438	21	11	21	28	14	10	17	17
OTU4439	8	6	4	5	4	1	1	1
OTU4440	2	1	0	2	0	5	1	1
OTU4441	32	31	18	13	17	17	12	14
OTU4442	2	2	2	1	0	0	0	1
OTU4443	5	3	0	1	0	0	0	0
OTU4444	1	0	0	0	0	0	0	1
OTU4445	2	6	3	2	4	2	0	0
OTU4446	18	15	22	23	19	6	21	26
OTU4447	87	77	88	107	104	96	83	85
OTU4448	5	1	1	1	1	1	1	1
OTU4449	1	0	5	1	2	1	0	0
OTU4450	3	7	3	1	6	4	10	1
OTU4451	2	1	2	6	3	2	0	3
OTU4452	14	2	9	16	11	19	9	9
OTU4453	12	8	10	15	12	9	11	7
OTU4454	48	69	52	63	51	91	57	72
OTU4455	8	3	7	3	6	6	2	1
OTU4456	2	1	1	3	0	0	1	0
OTU4457	1	0	1	0	0	1	0	0
OTU4458	3	4	1	2	2	1	2	1
OTU4459	48	49	31	77	50	49	71	56
OTU4460	7	3	4	9	5	14	6	6
OTU4461	4	2	5	5	3	5	2	2
OTU4462	7	5	4	11	3	4	3	6
OTU4463	2	1	0	0	0	1	0	0
OTU4464	11	14	7	3	2	35	11	8
OTU4465	345	416	344	403	367	381	310	335
OTU4466	4	0	2	0	0	0	0	0
OTU4467	5	1	2	3	3	1	2	1
OTU4468	1	2	3	1	2	5	3	1
OTU4469	4	1	0	5	3	3	1	1
OTU4470	8	9	10	10	6	6	6	5
OTU4471	2	4	2	2	1	2	5	1
OTU4472	4	3	1	5	0	6	7	7
OTU4473	8	5	5	2	7	6	10	6
OTU4474	3	5	3	4	2	7	3	6
OTU4475	53	29	36	46	47	43	38	41
OTU4476	22	21	17	38	38	18	27	30
OTU4477	3	1	3	3	6	2	3	2
OTU4478	7	0	2	1	1	0	1	1
OTU4479	7	3	7	4	12	11	10	5
OTU4480	1	1	1	4	5	2	3	1
OTU4481	12	6	10	9	15	6	13	6
OTU4482	25	22	30	25	33	24	27	28
OTU4483	2	0	0	1	0	0	0	0
OTU4484	2	5	2	0	2	1	1	0
OTU4485	9	6	4	12	12	12	2	4
OTU4486	5	2	5	1	6	7	1	0
